OTU	r	p	c	o	f	g	s
OTU11639	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Spirillospora	Spirillospora_physcomitrii
OTU11640	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	Sphaerisporangium_sp029846175
OTU11641	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	Sphaerisporangium_rubeum
OTU11642	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Trebonia	Trebonia_sp027326205
OTU11643	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Trebonia	Trebonia_sp017354375
OTU11644	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nocardiopsis	Nocardiopsis_changdeensis
OTU11645	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	JASHPR01	JASHPR01_sp030039095
OTU11646	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	JASHPR01	JASHPR01_sp030038015
OTU11647	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	JAJYUU01	NA
OTU11648	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Bog-532	Bog-532_sp003164955
OTU11649	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	JAFAZE01	JAFAZE01_sp019239975
OTU11650	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	JAFARZ01	JAFARZ01_sp019245115
OTU11651	root	Actinomycetota	Actinomycetes	S36-B12	CAIYMF01	NA	NA
OTU11652	root	Actinomycetota	Actinomycetes	S36-B12	S36-B12	UBA10649	UBA10649_sp030681835
OTU11653	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_sp025935735
OTU11654	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	Patulibacter_sp015478825
OTU11655	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Baekduia	Baekduia_sp016215085
OTU11656	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Palsa-744	Palsa-744_sp030149625
OTU11657	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Palsa-465	Palsa-465_sp005883415
OTU11658	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Paraconexibacter	Paraconexibacter_antarcticus
OTU11659	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	CADCVQ01	CADCVQ01_sp030681525
OTU11660	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	SYBY01	SYBY01_sp016462625
OTU11661	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Palsa-513	NA
OTU11662	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	JAOPZW01	JAOPZW01_sp025963905
OTU11663	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	F1-60-MAGs163	NA
OTU11664	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	CADCVT01	CADCVT01_sp030447275
OTU11665	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	VAYN01	VAYN01_sp013821475
OTU11666	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	WHSW01	WHSW01_sp009379895
OTU11667	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	VRUE01	VRUE01_sp946482365
OTU11668	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	VRUE01	VRUE01_sp021154855
OTU11669	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	AC-37	AC-37_sp030861775
OTU11670	root	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	AC-37	AC-37_sp005885165
OTU11671	root	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	Palsa-739_sp003161615
OTU11672	root	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	3-1-20CM-4-69-9	3-1-20CM-4-69-9_sp030773975
OTU11673	root	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	VAXT01	VAXT01_sp013696805
OTU11674	root	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Fen-549	NA
OTU11675	root	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	AC-21	AC-21_sp005884945
OTU11676	root	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	NA	NA
OTU11677	root	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	JAICJC01_sp025928435
OTU11678	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	CAIXPF01	CAIXPF01	NA
OTU11679	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	UBA668	UBA668_sp002299395
OTU11680	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter_sp022843125
OTU11681	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	VFMC01	VFMC01_sp025359865
OTU11682	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	JACCUL01	JACCUL01_sp013811855
OTU11683	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	ZC4RG19	NA
OTU11684	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	VFJN01	VFJN01_sp009694375
OTU11685	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	JAAZBK01	JAAZBK01_sp020439505
OTU11686	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans_sp019048865
OTU11687	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	CADCSY01	JAEKLB01	JAEKLB01_sp019510095
OTU11688	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA8139	CAMFLJ01	NA
OTU11689	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA8139	Rhabdothermincola_A	Rhabdothermincola_A_sp025455885
OTU11690	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	JAFAFN01	NA
OTU11691	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	JAFAFN01	JAFAFN01_sp023423475
OTU11692	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	JADJBW01	JADJBW01_sp016703525
OTU11693	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	AC-14	CADCTB01	CADCTB01_sp902805665
OTU11694	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	SZUA-35	JAHECQ01	JAHECQ01_sp027730885
OTU11695	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	SZUA-35	CADEDH01	CADEDH01_sp902826025
OTU11696	root	Actinomycetota	Acidimicrobiia	Acidimicrobiales	SIRW01	SIRW01	SIRW01_sp004366205
OTU11697	root	Actinomycetota	Acidimicrobiia	IMCC26256	PALSA-555	JALHSW01	JALHSW01_sp022865365
OTU11698	root	Actinomycetota	Acidimicrobiia	IMCC26256	PALSA-555	CAIUKV01	CAIUKV01_sp016870245
OTU11699	root	Actinomycetota	Acidimicrobiia	IMCC26256	IMCC26256	NA	NA
OTU11700	root	Actinomycetota	Acidimicrobiia	IMCC26256	IMCC26256	SHUZ01	NA
OTU11701	root	Actinomycetota	UBA4738	UBA4738	HRBIN12	JALYMB01	JALYMB01_sp030773935
OTU11702	root	Actinomycetota	UBA4738	UBA4738	UBA4738	AC-55	AC-55_sp005888465
OTU11703	root	Actinomycetota	UBA4738	CADDZG01	WHSQ01	NA	NA
OTU11704	root	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D	Rubrobacter_D_sp902806015
OTU11705	root	Actinomycetota	Coriobacteriia	Anaerosomatales	Anaerosomataceae	UBA2272	UBA2272_sp016938395
OTU11706	root	Actinomycetota	Coriobacteriia	Coriobacteriales	RUG844	JAAXUU01	JAAXUU01_sp013335845
OTU11707	root	Actinomycetota	Humimicrobiia	Humimicrobiales	Humimicrobiaceae	JAMDDL01	NA
OTU11708	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_soyae
OTU11709	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp029959285
OTU11710	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp946479975
OTU11711	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_pectinovorum_A
OTU11712	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_aquiphilum
OTU11713	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp004959765
OTU11714	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp004339525
OTU11715	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_cheongpyeongense
OTU11716	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp004293165
OTU11717	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sangjuense
OTU11718	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_pokkalii
OTU11719	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp903879875
OTU11720	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp029960065
OTU11721	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp025947145
OTU11722	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp024171645
OTU11723	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp016718345
OTU11724	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp015478765
OTU11725	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp009707955
OTU11726	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp003105115
OTU11727	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_davisii
OTU11728	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_aquicola
OTU11729	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp947377425
OTU11730	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp946482495
OTU11731	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp937876455
OTU11732	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp903913315
OTU11733	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp900187965
OTU11734	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp029320955
OTU11735	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp028867965
OTU11736	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp028712645
OTU11737	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp023635005
OTU11738	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp023213215
OTU11739	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp021608185
OTU11740	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp020217025
OTU11741	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp018413465
OTU11742	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp017997335
OTU11743	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp009711135
OTU11744	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp002797935
OTU11745	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp002421645
OTU11746	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp002280815
OTU11747	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp001429765
OTU11748	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_soli
OTU11749	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_silvisoli
OTU11750	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_saccharophilum
OTU11751	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_quisquiliarum
OTU11752	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_potami
OTU11753	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_panacis
OTU11754	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_luteolum
OTU11755	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_johnsoniae_C
OTU11756	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_johnsoniae
OTU11757	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_fluviale
OTU11758	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_enshiense_A
OTU11759	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_daejeonense
OTU11760	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_commune
OTU11761	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_columnare
OTU11762	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_chilense
OTU11763	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_channae
OTU11764	root	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter_flavus_A
OTU11765	root	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola_sp946479285
OTU11766	root	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola_sp946480815
OTU11767	root	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	Brumimicrobium_mesophilum
OTU11768	root	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Kaistella	Kaistella_faecale
OTU11769	root	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_sp020991355
OTU11770	root	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_indoltheticum
OTU11771	root	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_gregarium
OTU11772	root	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28_sp024103275
OTU11773	root	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28_sp016715995
OTU11774	root	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	JAIBBG01	JAIBBG01_sp945862415
OTU11775	root	Bacteroidota	Bacteroidia	Flavobacteriales	BACL11	DUAL01	DUAL01_sp014381465
OTU11776	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter_sp022841365
OTU11777	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter_luteus
OTU11778	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter_sp019752045
OTU11779	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium_sp946481145
OTU11780	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium_sp945957225
OTU11781	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium_sp025997995
OTU11782	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium_sp020403425
OTU11783	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter_sp016786615
OTU11784	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter_sp946480675
OTU11785	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter_sp903853805
OTU11786	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Niastella_arenae
OTU11787	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008_sp022843585
OTU11788	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008_sp016719015
OTU11789	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Agriterribacter	Agriterribacter_sp018268105
OTU11790	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	VBAT01	VBAT01_sp014379965
OTU11791	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter_sp023415275
OTU11792	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter_sp013327885
OTU11793	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter_sp025963635
OTU11794	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter_sp016710745
OTU11795	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter_sp014379905
OTU11796	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA
OTU11797	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_rupis
OTU11798	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Hanamia	Hanamia_sp023251335
OTU11799	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	OLB11	OLB11_sp016712665
OTU11800	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	NA
OTU11801	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter_flavus
OTU11802	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter_aridisoli
OTU11803	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas_A	Terrimonas_A_sp024707305
OTU11804	root	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	Parafilimonas_sp013289015
OTU11805	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_sp013298445
OTU11806	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_sp027486765
OTU11807	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
OTU11808	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_sp016718685
OTU11809	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_sp027488855
OTU11810	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007_sp016712415
OTU11811	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007_sp022842255
OTU11812	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007_sp020846655
OTU11813	root	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Opimibacter	Opimibacter_sp016722045
OTU11814	root	Bacteroidota	Bacteroidia	Chitinophagales	LD1	Bog-950	Bog-950_sp947475165
OTU11815	root	Bacteroidota	Bacteroidia	Chitinophagales	LD1	UBA7692	UBA7692_sp002482725
OTU11816	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Leadbetterella	Leadbetterella_sp024343735
OTU11817	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Leadbetterella	Leadbetterella_byssophila
OTU11818	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Dyadobacter	Dyadobacter_sp907165045
OTU11819	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Dyadobacter	Dyadobacter_sandarakinus
OTU11820	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Runella	Runella_sp009905605
OTU11821	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Runella	Runella_salmonicolor
OTU11822	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Runella	Runella_sp027486105
OTU11823	root	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Runella	Runella_rosea
